title,year,country,genres,director,cast,overview
The Sword in the Stone,1963,['United States of America'],"['Animation', 'Family', 'Fantasy']",Wolfgang Reitherman,"['Sebastian Cabot', 'Karl Swenson', 'Junius Matthews', 'Martha Wentworth', 'Norman Alden']","Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way."
From Russia with Love,1963,['United Kingdom'],"['Action', 'Thriller', 'Adventure']",Terence Young,"['Sean Connery', 'Daniela Bianchi', 'Pedro Armendáriz', 'Robert Shaw', 'Lotte Lenya']","Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy."
The Pink Panther,1963,['United States of America'],"['Comedy', 'Crime']",Blake Edwards,"['David Niven', 'Peter Sellers', 'Claudia Cardinale', 'Capucine', 'Robert Wagner']","The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is..."
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,"['United Kingdom', 'United States of America']","['Comedy', 'War']",Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens']","After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it."
A Fistful of Dollars,1964,"['Germany', 'Italy', 'Spain']",['Western'],Sergio Leone,"['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volonté', 'Wolfgang Lukschy', 'Sieghardt Rupp']","The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit."
Mary Poppins,1964,['United States of America'],"['Comedy', 'Family', 'Fantasy']",Robert Stevenson,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley']","Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness."
My Fair Lady,1964,['United States of America'],"['Music', 'Comedy', 'Romance']",George Cukor,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White', 'Gladys Cooper']",A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.
Goldfinger,1964,['United Kingdom'],"['Adventure', 'Action', 'Thriller']",Guy Hamilton,"['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Harold Sakata', 'Shirley Eaton']","Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
Marnie,1964,['United States of America'],"['Thriller', 'Mystery', 'Romance']",Alfred Hitchcock,"['Tippi Hedren', 'Sean Connery', 'Diane Baker', 'Martin Gabel', 'Louise Latham']","Marnie is a beautiful but emotionally withdrawn thief, stealing from employers before disappearing under new identities. When her new boss, Mark Rutland, discovers her secret, his fascination turns to obsession, and he blackmails her into marriage, convinced he can cure her. But as he probes deeper into Marnie’s fractured mind, long-buried fears and compulsions begin to surface."
For a Few Dollars More,1965,"['Germany', 'Italy', 'Spain']",['Western'],Sergio Leone,"['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volonté', 'Luigi Pistilli', 'Klaus Kinski']","Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head."
The Sound of Music,1965,['United States of America'],"['Drama', 'Family', 'Music', 'Romance']",Robert Wise,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Charmian Carr', 'Nicholas Hammond']","In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home."
Doctor Zhivago,1965,"['Italy', 'United Kingdom', 'United States of America']","['Drama', 'Romance', 'War']",David Lean,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Rod Steiger', 'Alec Guinness']","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
Repulsion,1965,['United Kingdom'],"['Drama', 'Thriller', 'Horror']",Roman Polanski,"['Catherine Deneuve', 'Ian Hendry', 'John Fraser', 'Yvonne Furneaux', 'Patrick Wymark']","Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness."
Thunderball,1965,['United Kingdom'],"['Adventure', 'Action', 'Thriller']",Terence Young,"['Sean Connery', 'Claudine Auger', 'Adolfo Celi', 'Luciana Paluzzi', 'Rik Van Nutter']",A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.
"The Good, the Bad and the Ugly",1966,"['United States of America', 'Italy', 'Spain', 'Germany']",['Western'],Sergio Leone,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli']","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold."
Persona,1966,['Sweden'],['Drama'],Ingmar Bergman,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand', 'Jörgen Lindström']","A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer."
Don't Look Now... We're Being Shot At!,1966,"['France', 'United Kingdom']","['Comedy', 'War']",Gérard Oury,"['Bourvil', 'Louis de Funès', 'Terry-Thomas', 'Claudio Brook', 'Mike Marshall']","During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops – and the consequences of their own blunders."
How the Grinch Stole Christmas!,1966,['United States of America'],"['Animation', 'Family', 'Comedy']",Chuck Jones,"['Boris Karloff', 'June Foray', 'Dal McKennon', 'Thurl Ravenscroft']","Bitter and hateful, the Grinch is irritated at the thought of a nearby village having a happy time celebrating Christmas. Disguised as Santa Claus, with his dog made to look like a reindeer, he decides to raid the village to steal all the Christmas things."
Blow-Up,1966,"['United Kingdom', 'United States of America', 'Italy']","['Drama', 'Mystery', 'Thriller']",Michelangelo Antonioni,"['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles', 'John Castle', 'Veruschka von Lehndorff']","A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film."
Fahrenheit 451,1966,['United Kingdom'],"['Drama', 'Science Fiction']",François Truffaut,"['Julie Christie', 'Oskar Werner', 'Cyril Cusack', 'Anton Diffring', 'Jeremy Spenser']","In the future, the government maintains control of public opinion by outlawing literature and maintaining a group of enforcers, known as “firemen,” to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation…"
Batman,1966,['United States of America'],"['Action', 'Comedy', 'Crime']",Leslie H. Martinson,"['Adam West', 'Burt Ward', 'Lee Meriwether', 'Cesar Romero', 'Burgess Meredith']",The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.
Le Samouraï,1967,"['France', 'Italy']","['Crime', 'Thriller']",Jean-Pierre Melville,"['Alain Delon', 'François Périer', 'Nathalie Delon', 'Cathy Rosier', 'Michel Boisrond']","After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him."
Cool Hand Luke,1967,['United States of America'],"['Drama', 'Crime']",Stuart Rosenberg,"['Paul Newman', 'George Kennedy', 'Luke Askew', 'Morgan Woodward', 'Harry Dean Stanton']","When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."
In the Heat of the Night,1967,['United States of America'],"['Crime', 'Drama', 'Mystery', 'Thriller']",Norman Jewison,"['Sidney Poitier', 'Rod Steiger', 'Warren Oates', 'Peter Whitney', 'Lee Grant']","African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth."
The Graduate,1967,['United States of America'],"['Drama', 'Romance', 'Comedy']",Mike Nichols,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'Murray Hamilton', 'William Daniels']",A disillusioned college graduate finds himself torn between his older lover and her daughter.
The Dirty Dozen,1967,"['United Kingdom', 'United States of America']","['Action', 'Adventure', 'War']",Robert Aldrich,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'Jim Brown', 'John Cassavetes']","12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences."
Bonnie and Clyde,1967,['United States of America'],"['Crime', 'Drama']",Arthur Penn,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman', 'Estelle Parsons']","In the 1930s, bored European-American waitress Bonnie Parker falls in love with a European-American ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
